URL,Website,Total tripletas,Etiquetas
https://lod-cloud.net/dataset/kallikratis-municipalities,http://greek-lod.math.auth.gr/kalikratis/,"31,068","Greece
    ,administrative-divisions
    ,country-greece
    ,format-dcterms
    ,format-foaf
    ,format-geo
    ,format-geonames
    ,format-owl
    ,format-rdf
    ,format-skos
    ,government
    ,greek
    ,hellenic
    ,license-metadata
    ,lod
    ,lodcloud
    ,municipalities
    ,municipality
    ,no-proprietary-vocab
    ,provenance-metadata
    ,published-by-producer
    "
https://lod-cloud.net/dataset/oceandrilling-forams,http://data.oceandrilling.org/linkeddata.html,"24,489,366","drilling
    ,geographic
    ,lod
    ,no-deref-vocab
    ,ocean
    ,published-by-producer
    "
https://lod-cloud.net/dataset/oceandrilling-codices,http://data.oceandrilling.org/codices/,"24,489,366","drilling
    ,format-geo
    ,format-owl
    ,format-skos
    ,geographic
    ,license-metadata
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,no-deref-vocab
    ,ocean
    ,provenance-metadata
    ,published-by-producer
    ,void-sparql-endpoint
    "
https://lod-cloud.net/dataset/linked-open-data-of-ecology,http://ecowlim.tfri.gov.tw/lode,"23,015,257","biodiversity
    ,crossdomain
    ,deref-vocab
    ,ecology
    ,environment
    ,format-dbo
    ,format-dbpedia
    ,format-dbpowl
    ,format-dbpprop
    ,format-dc
    ,format-dwc
    ,format-event
    ,format-foaf
    ,format-geo
    ,format-muo
    ,format-rdf
    ,format-rdfs
    ,format-skos
    ,format-time
    ,format-tl
    ,format-ucum
    ,insects
    ,license-metadata
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,lodcloud-diagram-2014-08-30
    ,measurement
    ,plants
    ,provenance-metadata
    ,published-by-producer
    ,wildfire
    "
https://lod-cloud.net/dataset/warsampo,http://www.ldf.fi/dataset/warsa,"12,677,886","Continuation War
    ,Finland
    ,Lapin sota
    ,Lapland War
    ,Second World War
    ,Winter War
    ,culturalheritage
    ,deref-vocab
    ,format-crm
    ,format-dct
    ,format-foaf
    ,format-geo
    ,format-rdf
    ,format-schema
    ,format-skos
    ,history
    ,jatkosota
    ,lod
    ,sota
    ,talvisota
    ,war
    ,military history
    ,CIDOC CRM
    ,CRM
    ,CIDOC
    "
https://lod-cloud.net/dataset/grrp,http://www.linkedopendata.it/datasets/grrp,"153,935","accommodation
    ,country-italy
    ,deref-vocab
    ,format-gr
    ,format-rdf
    ,format-vcard
    ,geographic
    ,goodrelations
    ,hotel
    ,license-metadata
    ,linkeddata
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,piedmont
    ,piemonte
    ,provenance-metadata
    ,published-by-third-party
    ,void-sparql-endpoint
    "
https://lod-cloud.net/dataset/data-incubator-smcjournals,http://smcjournals.dataincubator.org,"15,801","19thcentury
    ,climbing
    ,club
    ,format-bib
    ,format-foaf
    ,format-geovocab
    ,format-rdf
    ,geographic
    ,journals
    ,license-metadata
    ,lld
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,mountaineering
    ,no-proprietary-vocab
    ,provenance-metadata
    ,published-by-third-party
    ,sport
    "
https://lod-cloud.net/dataset/data-incubator-climb,http://climb.dataincubator.org/,"174,120","climbing
    ,deref-vocab
    ,format-climb
    ,format-dc
    ,format-foaf
    ,format-geo
    ,format-rdf
    ,format-rdfs
    ,geographic
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,mountaineering
    ,no-license-metadata
    ,no-vocab-mappings
    ,provenance-metadata
    ,published-by-third-party
    ,sport
    "
https://lod-cloud.net/dataset/taxonconcept-occurences,NA,0,"LinkedDataCrawl2014
    ,crawledLinkedDataCloud2014
    ,format-bibo
    ,format-cc
    ,format-dcterm
    ,format-foaf
    ,format-gn
    ,format-owl
    ,format-pos
    ,format-rdf
    ,format-rdfs
    ,format-time
    ,format-wdrs
    ,geographic
    ,lifesciences
    ,lodcloud-diagram-2014-08-30
    "
https://lod-cloud.net/dataset/pleiades,http://pleiades.stoa.org/,"2,600,000","ancient
    ,archaeology
    ,classics
    ,format-foaf
    ,format-geo
    ,format-rdf
    ,format-skos
    ,format-spacerel
    ,format-spatial
    ,geodata
    ,geographic
    ,geography
    ,greek
    ,historyhackday
    ,lod
    ,no-licence-metadata
    ,no-proprietary-vocab
    ,no-provenance-metadata
    ,published-by-producer
    ,roman
    ,thesaurus
    "
https://lod-cloud.net/dataset/aragodbpedia,https://opendata.aragon.es,0,"Aragón
    ,Aragón Government
    ,Spain
    ,geographic
    ,geography
    ,government
    ,lod
    ,no-proprietary-vocab
    ,published-by-producer
    "
https://lod-cloud.net/dataset/oceandrilling-janusamp,http://chronos.org/janusAmp/,"24,489,366","drilling
    ,geographic
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,no-deref-vocab
    ,ocean
    ,published-by-producer
    "
https://lod-cloud.net/dataset/aemet,http://aemet.linkeddata.es/,"62,932,032","crossdomain
    ,deref-vocab
    ,format-geo
    ,format-geobuddies
    ,format-ssn
    ,format-w3c-owl-time
    ,geographic
    ,linked-sensor-data
    ,lod
    ,meteorology
    ,no-license-metadata
    ,provenance-metadata
    ,published-by-third-party
    ,spain
    ,ssn-ontology
    ,topic.crossdomain
    ,topic.geographic
    ,vocab-mappings
    ,weather
    ,weather-forecasts
    "
https://lod-cloud.net/dataset/environment-agency-bathing-water-quality,http://environment.data.gov.uk/lab,"8,735,962","deref-vocab
    ,environment
    ,format-admingeo
    ,format-foaf
    ,format-skos
    ,government
    ,license-metadata
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,no-vocab-mappings
    ,provenance-metadata
    ,published-by-producer
    "
https://lod-cloud.net/dataset/data-incubator-metoffice,http://metoffice.dataincubator.org,"26,000,000","country-uk
    ,deref-vocab
    ,format-compass
    ,format-geo
    ,format-meteo
    ,format-rdf
    ,format-skos
    ,format-spatial
    ,geographic
    ,geography
    ,government
    ,license-
    ,license-metadata
    ,linkeddata
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,no-vocab-mappings
    ,provenance-metadata
    ,published-by-third-party
    ,resource-deref
    ,topic.geographic
    ,topic.government
    ,weather
    "
https://lod-cloud.net/dataset/twc-ieeevis,http://ieeevis.tw.rpi.edu,"19,935,340","crossdomain
    ,datafaqs
    ,deref-vocab
    ,format-bibo
    ,format-coin
    ,format-con
    ,format-conv
    ,format-datafaqs
    ,format-dbpedia
    ,format-dc
    ,format-dcat
    ,format-doap
    ,format-event
    ,format-foaf
    ,format-geo
    ,format-graffle
    ,format-grddl
    ,format-irw
    ,format-nfo
    ,format-oboro
    ,format-opm
    ,format-ov
    ,format-owl
    ,format-pml
    ,format-pmlj
    ,format-pmlp
    ,format-prov
    ,format-prv
    ,format-qb
    ,format-rdf
    ,format-rdfs
    ,format-sio
    ,format-sioc
    ,format-skos
    ,format-tag
    ,format-vann
    ,format-void
    ,format-vsr
    ,lod
    ,lodcloud-diagram-2014-08-30
    ,no-license-metadata
    ,prizms
    ,provenance-metadata
    ,published-by-third-party
    ,vocab-mappings
    "
https://lod-cloud.net/dataset/renewable_energy_generators,http://kasabi.com/dataset/renewable-energy-generators,"99,917","deref-vocab
    ,format-foaf
    ,format-rdf
    ,geodata
    ,geographic
    ,government
    ,lodcloud-diagram-2011-09-19
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/finnish-municipalities,http://onki.fi/en/browser/overview/kunnat,"11,380","country-finland
    ,deref-vocab
    ,format-rdf
    ,format-rdfs
    ,format-skos
    ,geographic
    ,government
    ,local-government
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,municipal
    ,opendatachallenge
    ,provenance-metadata
    ,published-by-third-party
    ,regional
    ,regions
    ,vocab-mappings
    "
https://lod-cloud.net/dataset/eurobarometer-standard,http://eurobarometer.publicdata.eu,"1,193,494","barometer
    ,eu-institution
    ,format-qb
    ,format-rdfs
    ,geographic
    ,government
    ,latc
    ,license-metadata
    ,lod
    ,lodcloud
    ,no-proprietary-vocab
    ,opinions
    ,polls
    ,provenance-metadata
    ,published-by-third-party
    ,surveys
    "
https://lod-cloud.net/dataset/my-family-lineage,http://my-family-lineage.com/wiki/Main_Page,"3,000,000","deref-vocab
    ,family history
    ,format-bio
    ,format-dbpedia-owl
    ,format-foaf
    ,format-rdf
    ,format-rdfs
    ,format-rel
    ,genealogy
    ,geographic
    ,license-metadata
    ,lod
    ,no-proprietary-vocab
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,published-by-producer
    ,relationships
    ,usergeneratedcontent
    "
https://lod-cloud.net/dataset/english-index-of-multiple-deprivation-score-2010,http://opendatacommunities.org/datasets/imd-score-2010,"194,892","crime
    ,department-of-infrastructure-transport-regional-development-and-local-government
    ,deprivation
    ,deref-vocab
    ,education
    ,employment
    ,environment
    ,geographic
    ,government
    ,health
    ,housing
    ,imd
    ,license-metadata
    ,linkeddata
    ,lod
    ,no-vocab-mappings
    ,provenance-metadata
    ,published-by-third-party
    "
https://lod-cloud.net/dataset/getty-tgn,http://www.getty.edu/research/tools/vocabularies/tgn/,0,"cultural heritage
    ,format-skos
    ,format-skosxl
    ,geographic
    ,getty
    ,size-xlarge
    ,skos
    ,thesaurus
    "
https://lod-cloud.net/dataset/riese,http://riese.joanneum.at/data/,"5,000,000","europe
    ,format-rdf
    ,geographic
    ,lod
    ,lodcloud-diagram-2011-09-19
    ,no-license-metadata
    ,no-proprietary-vocab
    ,no-provenance-metadata
    ,no-vocab-mappings
    ,published-by-third-party
    ,statistics
    "
